Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
177e6339-d9c6-3c69-bf25-0f03924b3c5a,5becf220-2978-3f33-bd38-9326947f85de,Federico589 Raya927,M,GENERAL PRACTICE,240 LYNNFIELD STREET,PEABODY,MA,019605055,42.5141736,-70.97106354209534,30,0
0966029b-5590-3597-aa78-aeb6ccefd045,ae88fd02-4911-3625-9e97-85b626ed3b0b,Cherrie404 Farrell962,F,GENERAL PRACTICE,476 VARNUM AVE,LOWELL,MA,018542122,42.6443795,-71.34721987550876,2,0
dc7a383c-3afe-31c1-ac38-b9974bb85f90,a58ec72a-cf43-3de5-88c1-de2fbec976a5,Blossom971 Bartoletti50,F,GENERAL PRACTICE,255 CENTRAL AVE,CHELSEA,MA,021503508,42.38804035,-71.02650270378646,3,0
b6aeb12d-d65b-3612-9d4b-562801ac3dd0,03d0392a-7361-32b3-81c9-8c8ac985be00,Sid118 Daniel959,M,GENERAL PRACTICE,280 WASHINGTON ST STE 204,BROOKLINE,MA,024451922,42.33302785,-71.1193506756953,51,0
7d61da1e-a43d-3e87-8fe3-47ddab52d9f8,a418cf76-2ee3-3736-a752-29ee33e86015,Nicolas769 Kuhlman484,M,GENERAL PRACTICE,62 CENTER STREET,FAIRHAVEN,MA,027193823,41.63663425,-70.90101829397507,2,0
9f922064-3de8-3ddb-9b0e-50d1ebe9afc7,2936ca90-6594-357d-be14-53fe0ab84dd1,Daniel959 Ankunding277,M,GENERAL PRACTICE,11 TREMONT ST,KINGSTON,MA,023641231,42.00823215,-70.72984043580247,236,0
57c83b6d-86d2-3c50-afe9-ea4d72d899f1,883104df-bf21-3226-a432-30a61ac7416d,Lucius907 Hermiston71,M,GENERAL PRACTICE,19B CROSBY DR STE 160,BEDFORD,MA,017301412,42.5044791,-71.2417607,28,0
1d1042a5-293e-3c0c-ab31-eae818341e46,e3089df2-a1db-372a-b660-30392d8c197b,Isaiah615 Waters156,M,GENERAL PRACTICE,178 N MAIN ST,SHARON,MA,020671229,42.13301625,-71.17263163492832,22,0
3d2c8c73-a6a2-3846-b3b0-2d477d057cc8,42d4b607-f14d-370a-818e-40965685776c,Marchelle563 Hettinger594,F,GENERAL PRACTICE,3 WASHINGTON ST STE 220,NORTH EASTON,MA,023561034,42.0667665,-71.1036592,335,0
4635351f-cf30-3190-86d4-2320cf565de5,ab701a70-a658-340e-8f69-ee196a7d40c6,Bud153 Parisian75,M,GENERAL PRACTICE,484 RTE 134,WORCESTER,MA,016071728,42.2625621,-71.8018877,179,0
49a6de7a-f015-3108-95fe-04eb61cea8fd,41e77ca4-b0d7-3c1d-ac88-4ae5a705913d,Wanita14 Pfeffer420,F,GENERAL PRACTICE,20 CLAFLIN STREET,MILFORD,MA,017573356,42.137601149999995,-71.51680334935877,4,0
ecdaee8d-351e-3fe9-a605-8030ef9a056b,11ba6a26-59b4-3728-a268-6dc9929962b4,Angelic427 McCullough561,F,GENERAL PRACTICE,200 GOVERNORS AVENUE,MEDFORD,MA,021551644,42.42711615,-71.1121606632448,35,0
da99bb46-f79e-3333-acc0-570beb51dac9,f736c0f5-6d39-3e26-8ac1-39e1fc60dfbe,Joe656 Jakubowski832,M,GENERAL PRACTICE,11 QUARRY HILL ROAD,LEE,MA,012389645,42.2816564,-73.25307843923315,155,0
ed267fdb-a520-3f09-8293-a3b4abd23ae1,af2d050e-91a7-3acb-8b27-0bf6a259645e,Cecila397 Bernhard322,F,GENERAL PRACTICE,57 CITY HALL AVE,GARDNER,MA,014402614,42.5760669,-71.9934081,2,0
7636e169-2ca9-3aaa-9f89-95daeacb0fa2,71472d9b-aa5c-3b49-a5c3-d0eee8859015,Tyree261 Kutch271,M,GENERAL PRACTICE,118 WATERHOUSE RD STE C,BOURNE,MA,025328305,41.7281115,-70.5861571324252,183,0
0a5088f6-03f9-38ea-88c7-8125147babc2,8a2e2731-3240-39d1-b4f0-cad14200937d,Randa356 Ritchie586,F,GENERAL PRACTICE,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,3,0
c5163a23-46ca-37b3-a429-a339b3245f79,cace8de6-490b-3a37-a1c0-971e147c8c41,Marlena558 Corwin846,F,GENERAL PRACTICE,1275 ELM ST STE D,WEST SPRINGFIELD,MA,010891818,42.120997200000005,-72.62797591511128,21,0
85039fbd-4fb2-3050-b3ee-143a16ecda64,88e28a1c-aad9-36d0-832b-b579ecb95c3d,Anthony633 Toy286,M,GENERAL PRACTICE,14 MANNING AVENUE,LEOMINSTER,MA,014535768,42.5253035,-71.7584413,196,0
91412bb4-c33f-389f-9b2d-edccc971d35b,bd6cec50-10de-3696-940b-4022618764ab,Gerardo48 Graham902,M,GENERAL PRACTICE,40 MARTIN ST,MELROSE,MA,021763607,42.457050550000005,-71.07494593157304,4,0
52a48e9e-018d-39c2-8677-8bcad1a6fb69,52ecddd8-42f6-35cc-88a5-cf474c02fb49,Maxima831 Fahey393,F,GENERAL PRACTICE,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,27,0
b21d8cce-cb9e-370f-bfbf-d1b8aafaf282,65450d34-6d61-3601-b325-9d471587b016,Leopoldo762 Moore224,M,GENERAL PRACTICE,4 COURTHOUSE LN,CHELMSFORD,MA,018241731,42.62439345,-71.35881000636567,57,0
4bcab454-e678-323b-96ec-f78e6970479c,05bcaa3e-aa5d-3b03-ba26-7e4d2e083681,Bok974 Howe413,F,GENERAL PRACTICE,1 LOVE LN,SOUTH DENNIS,MA,026603445,41.699084799999994,-70.13271830347861,1,0
7a7c699c-f018-3940-a903-c055af746244,0c8cc36b-3025-37ad-b7ab-50ea3aeea5a8,Jenniffer979 Terry864,F,GENERAL PRACTICE,143 LONGWATER DRIVE,WEYMOUTH,MA,021902432,42.2212188,-70.9391625,39,0
60804ce5-8993-3520-8da6-2ee3c9eaccf2,2b376b69-72ac-3d68-aceb-018e82b8fc8f,Shaquita282 Klocko335,F,GENERAL PRACTICE,113 CENTRAL AVE,HYDE PARK,MA,021363021,42.26077065,-71.1187885119897,3,0
f531aee4-b713-36c5-afd0-d9f91b127eee,59d1f454-5701-3f71-8fe7-94f785e15062,Wilton999 Lesch175,M,GENERAL PRACTICE,57 OLD ROAD TO 9 ACRE CORNER,WEST CONCORD,MA,017423317,42.4566859,-71.3942316,2,0
6e09890d-2a5d-349f-a143-87d669c9d70f,3f4167a5-1477-35da-a456-fc05c8858aa7,Chance908 Bednar518,M,GENERAL PRACTICE,244 MAIN STREET ANNEX,WORCESTER,MA,016023339,42.2625621,-71.8018877,93,0
6aeaf184-e5f3-3345-8545-aef2c2c79fed,75f0d4cd-dbbb-3037-b6ad-2e99665728c7,Jaime666 Arce139,M,GENERAL PRACTICE,70 FULTON ST,BOSTON,MA,021091402,42.362439499999994,-71.05377386223965,65,0
17dccff2-ccea-344f-a863-18315ccbbc9f,fa564970-fde4-332c-91d9-c0747b032d3e,Jeremy766 Hudson301,M,GENERAL PRACTICE,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,8,0
712de9a4-d186-3066-b1a0-7571c5ea4d38,a3a72023-3f37-3d77-be82-62085a912993,Horace32 Bradtke547,M,GENERAL PRACTICE,311 STATE STREET,SPRINGFIELD,MA,011051140,42.10500795,-72.58124154847081,28,0
5320c3fc-997a-3749-8033-644d811ec074,1311c44a-85cb-3aea-a143-e5d7892ced8b,Kathrine376 Reinger292,F,GENERAL PRACTICE,300 KENSINGTON AVE,SPRINGFIELD,MA,011071139,42.091896,-72.559437,181,0
4db10de1-2b7f-3b60-a13f-c5a87835e9e7,5fab4eec-522e-334a-a3e0-41605e009495,Lou594 Fadel536,M,GENERAL PRACTICE,485 FRANKLIN ST,FRAMINGHAM,MA,017026215,42.2901292,-71.42823088074331,2,0
8585f4ab-4fc2-3f73-a730-0f523ed276dd,817a1428-2045-3e89-9fa2-ef7d287d6fa5,Dana512 Schuster709,M,GENERAL PRACTICE,70-71 N PARISH RD,LAWRENCE,MA,01843,42.690315,-71.150015,161,0
08a3aa6c-3363-3cee-9ca6-bdf0b028acc6,1a40cadb-d382-3853-9975-8b74417f291b,Scott935 Kilback373,F,GENERAL PRACTICE,300 BROOKSBY VILLAGE DRIVE,PEABODY,MA,019601445,42.55186086054086,-70.97261268384547,11,0
1fe17ca8-f167-33a8-9226-761ddf9b229c,667b46fe-0afa-3f70-a311-bbe3d52db050,Joshua658 Borer986,M,GENERAL PRACTICE,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,214,0
e275de1f-fb66-3217-8756-225a4901b93c,0ff7cb48-0c93-31cf-9442-0b034084d588,Erlene813 Kreiger457,F,GENERAL PRACTICE,2 BEAUMONT AVE,BROCKTON,MA,023023302,42.0835203,-70.98856021035954,3,0
294dc95b-7439-39f2-a0fb-b098ef6b0972,a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,Graciela518 Madrigal893,F,GENERAL PRACTICE,100 MYLES STANDISH BOULEVARD  SUITE 103,TAUNTON,MA,027807340,41.948930849999996,-71.14141318475193,12,0
eef776f8-0447-31c9-88f0-48eaf17a7d4a,f945589f-88aa-366b-9e9d-2418d091112d,Ulysses632 Ziemann98,M,GENERAL PRACTICE,105 ERDMAN WAY,LEOMINSTER,MA,014531805,42.54685255,-71.75737313871981,35,0
6891e785-e574-3b21-868d-645357a9032a,dd913783-9448-36f9-816d-37199011617b,Berniece493 Corkery305,F,GENERAL PRACTICE,7 HARVARD ST STE 220,BROOKLINE,MA,024457979,42.333476142857144,-71.11868571428572,19,0
81aceb30-fbfa-3422-a644-a73f97d60999,775df862-d2d1-3a68-9814-043f6aa6ea66,Rueben647 Barrows492,M,GENERAL PRACTICE,770 CONVERSE ST,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,1,0
fb9cda99-8559-3ee6-944d-45b0aee0d1e5,fe675917-7b09-3afd-a6e6-128cc4de4734,Rod343 Kohler843,M,GENERAL PRACTICE,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,38,0
89178a0d-c56a-3612-b552-a27b8ecb8e61,bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,Harland508 Rippin620,M,GENERAL PRACTICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,7,0
d65116ca-3fbb-3466-9246-380900233f48,8447e2c7-df8d-3e1f-9d88-b67dcca2bcb6,Tristan353 Baumbach677,M,GENERAL PRACTICE,22 HILLSIDE AVE,GROTON,MA,014501284,42.61232115,-71.5798529093222,1,0
fc158774-d1d6-375c-b2ee-1e407166ae25,5d4da50c-8593-304f-b266-57d8f7d634a2,Ángela136 Palomino953,F,GENERAL PRACTICE,250 SHEARER ST,PALMER,MA,010691428,42.168634600000004,-72.33353526811578,6,0
3567d703-1a0c-34ee-96fb-bb9e59d1d32a,7f08f09e-c5f7-38cd-83ba-ddafedd88a13,Shayne60 Pacocha935,M,GENERAL PRACTICE,133 SALEM ST,REVERE,MA,021511114,42.43833805,-71.01730877599738,7,0
c89eb34d-b4af-30fc-bb41-c84010f2e6d7,8f0ec876-22d3-3986-892e-4c2052d0fffa,Edwardo860 Harris789,M,GENERAL PRACTICE,94 SUMMER ST,FITCHBURG,MA,014205761,42.57835885,-71.78584786190521,3,0
067ef1ff-4bca-300a-afe8-f7210a484b80,643eac8e-1620-3b6a-b9f3-664b003d22cd,Lasonya941 Kiehn525,F,GENERAL PRACTICE,34 GIFFORD ST,NEW BEDFORD,MA,027442610,41.6177929,-70.91890087055067,120,0
de9e32f6-6cb7-3d19-94cb-259fc205b9d8,8e3ca57f-6f74-3d61-9803-ab1424290216,Concha418 Mann644,F,GENERAL PRACTICE,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,19,0
9ad552dd-6fbd-33f7-afe2-36adfbf8f25d,8f4d4f0b-9c98-33e1-b649-c304f3a4c431,Carlota980 Estévez304,F,GENERAL PRACTICE,25 ORIOL DR,WORCESTER,MA,016051911,42.29596775,-71.7668897446588,1,0
3b9d7a6b-a298-30ea-b35a-74b34558cbed,5fcff9db-16e4-3e56-aa78-abbc16338097,Margene509 Schamberger479,F,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,3032,0
dff4850f-cd69-3b25-b15b-9961a8f250cd,fa09396a-2926-3b21-ad0c-9f6cabbce0eb,Moshe758 Bartoletti50,M,GENERAL PRACTICE,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,65,0
56c9a4db-5428-341a-a05b-30a3f9a2d6fa,40c01d75-1542-3e0b-8e5f-78d3031beba1,Daysi106 Reynolds644,F,GENERAL PRACTICE,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,141,0
f7e86d7f-4af7-3fe5-aceb-908ffc3320ac,84abfbd5-41c1-3df4-9b31-7ca93cb2309a,Cole117 Block661,M,GENERAL PRACTICE,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,177,0
b4f9d85e-b249-377b-904d-5ed5fb36d840,cce87420-edd2-3473-9d82-5633f05186a7,Loise968 Keebler762,F,GENERAL PRACTICE,121 NORTHBORO RD E,MARLBOROUGH,MA,017521844,42.3420796,-71.58749123634463,5,0
abfa66f6-6bca-3e75-8c23-f60c85950947,2617efb0-1afe-3c9c-afbe-2ca94f9c198c,Mohamed943 Jast432,M,GENERAL PRACTICE,140 WOOD RD,WEYMOUTH,MA,021901338,42.2212188,-70.9391625,69,0
013f2bf5-62ae-3e45-9c94-6d108b2eb0d8,1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,Derrick232 Kub800,M,GENERAL PRACTICE,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,61,0
ab9e4502-9535-37ff-9460-6a2d51b9b611,4cb90b5f-734d-322f-a2f2-776824e1ce35,Irvin970 Emard19,M,GENERAL PRACTICE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,12,0
c6512f24-0c5e-32da-88a7-53700d6be85e,93c3d861-e05d-33b9-91eb-1768470229d7,Garret233 Thiel172,M,GENERAL PRACTICE,10 CENTENNIAL DR,PEABODY,MA,019607938,42.5261827,-70.9529896,185,0
cdb57ff5-c7b4-3780-8990-d03b8254af8f,233b0cce-d2eb-3d4e-bbfb-539cb9dccf4c,Carmen818 Christiansen251,M,GENERAL PRACTICE,100 LOCKE DR,MARLBOROUGH,MA,017527235,42.34926605,-71.580845441892,1,0
3cc5085d-cda3-37f2-91cb-195085297cc9,2e1eaaf1-ebb0-332c-8921-f48e15b91879,Delmer311 Nolan344,M,GENERAL PRACTICE,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,143,0
4d912119-cc28-33d2-9217-9deec74afad4,c272e12f-e154-3fee-b05d-b7c0cab2657d,Trinidad33 King743,M,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,339,0
190a0482-503b-3e7b-b3ea-d391ce87e247,ca1c0a76-f601-3a1c-a448-689cd3d56bb1,Luther918 Rippin620,M,GENERAL PRACTICE,96 FOREST STREET,PEABODY,MA,019603907,42.528469349999995,-70.95557442492182,43,0
17b9e5f2-e653-3c3d-8868-06fd77ba4d83,b66db758-a205-3227-9cfb-bf19d2c1962d,Noreen211 Stroman228,F,GENERAL PRACTICE,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,34,0
a44bc02d-864a-31a7-9111-59d09d282b4c,f6a306cf-7bd6-35f4-a6b7-2d07d273914c,Ariel183 Von197,M,GENERAL PRACTICE,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,108,0
bd960c72-79c9-3dd9-9433-a42918ae0330,e49b692f-cccc-3cd5-93df-6db63dfc3e4a,Marlen929 Lemke654,F,GENERAL PRACTICE,1250 HANCOCK ST STE 104N,QUINCY,MA,02169,42.2517569,-71.0033967,46,0
af9042c6-7891-3d08-a98e-4d70a122c1d6,f549a720-814b-3dc6-ae77-6376a22564ee,Perry780 Prosacco716,M,GENERAL PRACTICE,209 COUNTY RD,NORTH FALMOUTH,MA,02556,41.6459404,-70.6183639,1,0
b55e561c-2b98-3ab4-b38c-9d74738cf634,32fcdfba-8c93-30f4-b15b-dd3b65c29deb,Sparkle906 Bernhard322,F,GENERAL PRACTICE,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,46,0
368ac392-36a9-3644-bf95-b61c9e5190c0,0ddb0329-b59d-3187-874c-602c649249c8,Eldon28 Cassin499,M,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,292,0
274654d3-4e3e-3139-92e5-704a6a87aefa,1e3ca321-fbbb-3546-b9ea-c3761a20324a,Noe500 Howe413,M,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,851,0
bdbc1ca5-4bfe-395e-bd14-62af36b013d8,2cf06ddc-4c55-3c91-98f1-fb0188079c27,Shelby741 Rolfson709,M,GENERAL PRACTICE,10 VETERANS MEMORIAL DRIVE,MILFORD,MA,017572900,42.14682295,-71.50153080894427,2,0
eb6d6904-69c8-302b-ac2c-7e0541ba65a0,02c936e2-3aee-38b2-88a4-81f3689b7bb7,Royce974 Kohler843,F,GENERAL PRACTICE,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,56,0
a10d244b-2cc4-3c44-a547-d7dfa6b6cb8d,5f7663da-4b19-3629-b8f2-fb07d75421d9,Savanna736 Johnson679,F,GENERAL PRACTICE,42 ASBURY ST,SOUTH HAMILTON,MA,019821808,42.61322825,-70.87300675048934,82,0
6ab87992-714c-3aeb-8253-a18932c15e5b,609ec9f1-e806-3427-b912-9e3b2915521d,Cherrie404 Conn188,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,255,0
b4ccb869-565e-3ce9-991b-429f166aa156,5fa5e611-be3d-3ebb-8f71-124325f6005f,Isiah14 Nikolaus26,M,GENERAL PRACTICE,480 ROUTE 6A,EAST SANDWICH,MA,025371438,41.742172,-70.45251,143,0
85059013-d44a-311c-99ff-a9ae6d8100f9,bff65303-97b4-3841-950a-1c9e9e735de0,Omar359 Schimmel440,M,GENERAL PRACTICE,100 AMITY ST,FALL RIVER,MA,027212202,41.6737661,-71.16934217317342,4,0
018418be-7562-377e-a90d-d4d74f7c0a2b,bf556284-7513-3620-a10e-5393183a9a87,Jesus702 Roob72,M,GENERAL PRACTICE,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,243,0
45bd592a-d5e8-3b11-8e1a-6eb9b99206da,365eae93-6352-3d48-9a8d-dc9fa4b917be,Lorean637 Kertzmann286,F,GENERAL PRACTICE,32 HOSPITAL HILL RD,GARDNER,MA,014402302,42.572366450000004,-71.97690789055164,1,0
6aae8cfd-f10e-3919-af47-2fcb99173533,2b84e56e-08b4-3078-b3ea-4d159208e065,Barton704 Bahringer146,M,GENERAL PRACTICE,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,538,0
2f3f48ff-87d3-357f-a6e3-c45c64cb0596,7b9a19b2-d900-3f93-a47b-4b88491fb57b,Tommy814 Witting912,F,GENERAL PRACTICE,308 KINGSTOWN WAY,DUXBURY,MA,023324647,42.030389650000004,-70.73959947632582,5,0
10cbbe1a-4ae4-3354-b55c-146f01075a3a,4ffa4412-1493-3beb-b8f0-6614dde953a4,Harland508 Ryan260,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,1523,0
df71386d-4e75-3a1c-ad0f-87e725076a00,ede4a423-6258-3ef5-b5ba-0fa6bb579563,Olinda137 Paucek755,F,GENERAL PRACTICE,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,107,0
ad2991b8-9b83-3463-8e9d-838e8b7b0651,a14e698d-a9ba-3eae-9c8b-682ec726433d,Brian582 Cummerata161,M,GENERAL PRACTICE,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,287,0
ceb27a6b-871d-3ece-b261-124958bb2c86,69eae27b-7445-3652-bd34-b535abe0b011,Hong136 Schneider199,F,GENERAL PRACTICE,9 BICKNELL ST,QUINCY,MA,021696003,42.252227399999995,-70.96584679278924,139,0
5aa33815-bffc-329d-9c04-3ca0115a4049,dd9914b0-9491-3330-a890-d34e95e497ea,Assunta351 Haley279,F,GENERAL PRACTICE,1061 PLEASANT ST,NEW BEDFORD,MA,027406728,41.64280275,-70.92865004309593,196,0
b879371c-f296-368c-aa0c-a32f16e6f2b0,d4b9a3f0-210d-3e46-a2c7-e099658ac543,Ferdinand55 Moen819,M,GENERAL PRACTICE,7000 GREAT MEADOW ROAD,DEDHAM,MA,020264090,42.266408549999994,-71.19518435636284,5,0
d58f84c7-588a-3f85-92e8-dcb620187648,7f26da64-69ab-3db4-b285-c48c9836a653,Frances376 Hansen121,F,GENERAL PRACTICE,500 WENTWORTH AVE,LOWELL,MA,018524937,42.631409,-71.283668,1,0
176747b2-6fcf-3954-a453-ec814fd2c358,a247ed53-5f17-3eb5-87be-1d2257fa1579,Kayleigh718 Weissnat378,F,GENERAL PRACTICE,44 KEYSTONE DR,LEOMINSTER,MA,014531904,42.55144955,-71.74402465363428,1,0
653412ee-afda-3c6e-87f1-1f8c29bbe72f,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Hui924 Cronin387,F,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,43,0
f1e6f9c3-db8b-3eb3-b268-558915f9173a,a7147477-c4dd-3018-b921-2707d7e098ee,Chrystal576 Kreiger457,F,GENERAL PRACTICE,164 PARKINGWAY,QUINCY,MA,021695020,42.245070088637796,-71.00313070924581,6,0
d5644367-6658-3f3a-8b50-b38b0f7ca3a0,5ba6765a-f335-36b0-9c6a-6bb494c5330d,Clemente531 Schamberger479,M,GENERAL PRACTICE,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,72,0
ed3095d8-6de4-3884-b5e5-5a477b34d436,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Ariane992 Pagac496,F,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,2872,0
5c6bbf2c-32b3-35ea-8ea5-b684f82ded2d,1c42af32-f17e-32ec-b007-4ff8e2de493e,Ivette731 Wunsch504,F,GENERAL PRACTICE,235 NORTH PEARL STREET,STOUGHTON,MA,020723396,42.1004556,-71.0668392,226,0
b7f5b34b-1713-3d92-acd9-6bedb5869843,ed5fc1f7-0ecb-3973-a5fc-89f80c6f5c9f,Theo630 Homenick806,M,GENERAL PRACTICE,303 C HAVERHILL STREET,ROWLEY,MA,019692101,42.704962,-70.90837,66,0
d0778d22-5d92-3a0e-b50c-e9e21cc4fd7c,12dc66ee-e2c7-3d5a-892e-157ff1d47f32,Felix524 Rogahn59,M,GENERAL PRACTICE,242 GREEN ST,WINCHENDON,MA,014751820,42.68061,-72.060691,143,0
efdc34f4-3f53-3ba6-8da2-d8ff15351f1e,65eda534-1bdc-3192-8d02-1c3764447790,Shanell37 Hand679,F,GENERAL PRACTICE,1244 BOYLSTON ST,CHESTNUT HILL,MA,024672115,42.3214927,-71.1711481,255,0
f9ab9858-f28b-3926-bfd4-b5f1056d98b5,14932db8-e179-331d-98ad-dc1c352cb6d3,Wm806 Barrows492,M,GENERAL PRACTICE,743 MAIN ST,MELROSE,MA,021762707,42.460108950000006,-71.06216841036309,1,0
