Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
5f26e65b-96f4-b6d7-fdac-2f23f9c170d1,1970-05-01,,999-39-7733,S99967230,X80295767X,Mrs.,Lang846,Gearldine455,Bernhard322,,Greenfelder433,M,white,nonhispanic,F,Harwich Center  Massachusetts  US,909 Koelpin Mill,Sharon,Massachusetts,Norfolk County,25021,02067,42.156297832271584,-71.15164936648026,316691.30,886618.04,160973
33088290-8d53-c334-0a7e-6143bca78349,1989-09-22,,999-67-6311,S99944071,X59596535X,Mr.,Shelton25,Buddy254,Muller251,,,S,asian,nonhispanic,M,Townsend  Massachusetts  US,636 Goodwin Dam Apt 10,Gloucester,Massachusetts,Essex County,25009,01930,42.59651787750312,-70.64548976349812,102641.67,0.00,44421
b3bd6335-9166-6bdc-2aad-b5c267d90d3f,2017-03-15,,999-74-7693,,,,Ana María762,Guadalupe206,Caraballo427,,,,white,hispanic,F,Juarez  Chihuahua  MX,959 Ullrich Mission,Worcester,Massachusetts,Worcester County,25027,01604,42.29271097991604,-71.79619573744127,1645.86,27026.05,18869
0311c98c-1bbb-bee6-73d2-ba5626b30df3,1990-05-18,,999-21-3043,S99967488,X52754855X,Mr.,Dong972,Delbert384,McKenzie376,,,M,black,nonhispanic,M,Stoughton  Massachusetts  US,631 Schroeder Mall Apt 98,Boston,Massachusetts,Suffolk County,25017,02467,42.304591451998455,-71.08138034840646,21713.51,74878.47,61814
7c070260-5a1a-7f60-3e22-318b569eac48,1964-01-04,,999-57-5022,S99930347,X5034493X,Mrs.,Libby988,Numbers230,Kihn564,,Hettinger594,W,white,nonhispanic,F,Wakefield  Massachusetts  US,440 Herzog Spur,Melrose,Massachusetts,Middlesex County,25017,02176,42.40935165187195,-71.0538766147526,474146.25,280533.03,113742
a1dc6266-a037-175a-78fa-d110ba525200,1953-07-14,1994-03-16,999-38-5620,S99922646,X46956919X,Mr.,Weston546,,Pouros728,,,M,black,nonhispanic,M,Swampscott  Massachusetts  US,527 Prosacco Crossroad,Plymouth,Massachusetts,Plymouth County,25023,02360,41.880211270408076,-70.60026578407036,138706.38,20169.43,150291
1a7b7062-b96d-1c36-923d-8923e25aa115,1994-11-08,,999-41-3042,S99919590,X70038145X,Mr.,Allen322,,Tillman293,,,M,white,nonhispanic,M,Uxbridge  Massachusetts  US,402 Durgan Lane,Quincy,Massachusetts,Norfolk County,25021,02186,42.28994413890798,-70.99563411716953,5685.00,61066.08,1245
defbb08e-4ae1-c59f-ef25-1b0bd4065a8b,2017-02-01,,999-62-5138,,,,Marilu588,Adriana394,Galván169,,,,black,nonhispanic,F,Havana  Havana  CU,504 Heller Underpass,Lakeville,Massachusetts,Plymouth County,,00000,41.80483443324943,-70.9525179311321,21109.78,4279.79,58476
4de42a94-fc98-89b4-f181-471541c1ac84,2000-08-03,,999-45-5731,S99965700,X42481763X,Ms.,Lavonda853,Torrie697,Heller342,,,,white,nonhispanic,F,Somerset  Massachusetts  US,505 Roob Union,Wellesley,Massachusetts,Norfolk County,25021,02482,42.256499854661975,-71.25387728756515,83011.43,12350.78,462952
93cfbf90-3b6a-df1d-5c89-f36ecd2a97be,1953-07-14,,999-86-2741,S99959894,X40411923X,Mr.,Jesse626,George991,Waters156,,,M,black,nonhispanic,M,Wayland  Massachusetts  US,133 Morar Drive Suite 47,Plymouth,Massachusetts,Plymouth County,25023,02360,41.91049624417118,-70.62493484487423,185665.99,135219.18,150291
884037f3-1d5f-e260-0ddb-a8dbbf042d49,1980-09-14,,999-80-9357,S99986230,X64161233X,Mr.,Nicky270,Fernando603,Hoeger474,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,830 Witting Orchard,Bellingham,Massachusetts,Norfolk County,25021,02019,42.04911063088512,-71.46942794882408,94966.85,0.00,72913
fc9fd1a8-3a6d-d367-5e3c-880dccb70be6,1916-02-28,,999-72-4748,S99910164,X66240966X,Mrs.,Ena816,Aleshia311,Ebert178,,Kreiger457,M,white,nonhispanic,F,Plymouth  Massachusetts  US,235 Okuneva Rue,Abington,Massachusetts,Plymouth County,25023,02351,42.12958630325465,-70.92956793353439,964603.59,1101983.75,95145
e7db2ab7-05be-7bb2-2b4f-fec35abdf5c0,2019-06-10,,999-62-6157,,,,Lashay246,,Johnston597,,,,white,nonhispanic,F,Billerica  Massachusetts  US,959 Tillman Loaf Apt 4,Quincy,Massachusetts,Norfolk County,25021,02171,42.284729894141115,-71.04008545048657,1437.50,19091.62,2022
23b6bbba-e80a-470c-fe43-b50e66e0f45e,1942-06-07,,999-87-7163,S99919131,X13061893X,Mrs.,Rachell479,Sudie246,Miller503,,Labadie908,M,white,nonhispanic,F,North Attleborough  Massachusetts  US,104 Spencer Green,Dartmouth,Massachusetts,Bristol County,,00000,41.56462713251618,-71.00673833689234,644699.44,556099.75,51198
38b125eb-9723-bc8c-f92c-cfcc8ebd3da2,1989-03-09,,999-82-3030,S99990872,X22429215X,Mrs.,Kaycee352,Georgia502,Hagenes547,,Schneider199,M,white,nonhispanic,F,Southborough  Massachusetts  US,442 Crona Junction Suite 90,Springfield,Massachusetts,Hampden County,25013,01128,42.14541028571932,-72.50823054801812,57766.57,698272.26,37559
13dcfda3-9c91-8c27-0cb7-d3fb716f9a70,1963-08-18,2017-03-04,999-53-9842,S99996032,X45796450X,Mrs.,Rachele486,Angella518,Aufderhar910,,O'Hara248,M,white,nonhispanic,F,Wilmington  Massachusetts  US,942 Bergstrom Gateway Suite 69,Andover,Massachusetts,Essex County,25009,01810,42.61894635252924,-71.15277202962326,293518.44,518173.76,128847
7cf4ed7f-95e8-2c27-75a4-5d2d9a903a59,1979-07-12,,999-21-8866,S99957701,X36469530X,Mrs.,Alva958,Nguyet780,Gaylord332,,McDermott739,D,white,nonhispanic,F,Fall River  Massachusetts  US,336 Wintheiser Boulevard,Swansea,Massachusetts,Bristol County,,00000,41.74026050484903,-71.23485644578174,141621.98,224664.81,23886
ef7a24a7-1d1c-4921-ac44-5e10d8799202,1979-07-19,,999-85-7308,S99981662,X54897679X,Mr.,Blake449,Connie24,Stanton715,,,S,asian,nonhispanic,M,Melrose  Massachusetts  US,166 Beahan Bypass,Arlington,Massachusetts,Middlesex County,25017,02476,42.38136924122023,-71.18160888488649,127488.06,18635.49,927808
8f283b76-3a0a-ca9d-a473-789f9e67b2f4,1998-04-09,,999-48-4451,S99976301,X85004608X,Mrs.,Roy364,Gabriele201,Tromp100,,Schiller186,M,white,nonhispanic,F,Boston  Massachusetts  US,758 Schuppe Light,Boston,Massachusetts,Suffolk County,25017,02467,42.39115953990516,-71.02261909090844,6144.76,111449.38,14865
a1fdf6b0-98d7-cee0-b4dc-084b1f4dc300,2000-03-24,,999-52-5710,S99952625,X36006241X,Mr.,Marc757,Will178,Kunde533,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,516 Mitchell Overpass,Somerville,Massachusetts,Middlesex County,25017,02144,42.466592227343966,-71.14497493034183,84966.10,7340.28,84935
6c6e207d-f165-697e-7e4a-bcef3a67db9e,1963-08-18,,999-87-7813,S99987409,X75047122X,Ms.,Jeanine128,,Braun514,,,S,white,nonhispanic,F,Harwich  Massachusetts  US,824 Rosenbaum Avenue,Andover,Massachusetts,Essex County,25009,01810,42.65541469424241,-71.14826917819252,303773.14,590583.86,128847
3ebbd91e-555c-6d8d-ad7d-2bbf0e4c5153,1965-01-19,2024-10-23,999-60-9479,S99922862,X26337555X,Mr.,Al123,Errol226,Ryan260,,,M,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,1076 Huels Lock Unit 56,Quincy,Massachusetts,Norfolk County,25021,02169,42.25870916357699,-70.99622314068424,135553.85,1162075.17,44235
c4f500da-a2ae-e784-3147-82cf1e63570a,2000-06-24,,999-11-1919,S99938410,X23009186X,Mr.,Javier97,,Mateo562,,,,white,hispanic,M,Juarez  Chihuahua  MX,874 Marks Mall,Boston,Massachusetts,Suffolk County,25025,02210,42.3532250049855,-71.11960762343014,53948.30,61534.02,177948
729f82b6-38c2-55b8-7ab7-95a1f89e7988,1997-08-29,,999-32-7305,S99920647,X52088383X,Mr.,Arthur650,Simon598,Blick895,,,M,black,nonhispanic,M,Northbridge  Massachusetts  US,358 Boyle Terrace,Watertown,Massachusetts,Middlesex County,25017,02472,42.4123754660072,-71.14457662076711,75813.88,12741.39,81275
459c7a12-ad7b-98f4-445d-2f20c448ea36,2021-05-03,,999-43-1303,,,,Felicitas300,Hortencia577,Johnson679,,,,white,nonhispanic,F,Fairhaven  Massachusetts  US,265 Kunde Arcade,Tewksbury,Massachusetts,Middlesex County,,00000,42.59794474843694,-71.24244413779594,600.00,13778.88,10841
6d4512d2-0374-f914-545a-9ec39311e80b,1966-07-20,1968-04-24,999-68-6617,,,,Homero668,Hugo693,Orozco750,,,,white,hispanic,M,Port-au-Prince  Haiti  HT,229 Klocko Burg,Lynn,Massachusetts,Essex County,25009,01906,42.43946850207384,-70.92209985997859,8837.02,17592.07,92479
0bd88a14-2fe5-39cb-2be3-c9833853eecd,1974-09-08,2000-11-28,999-62-7153,S99917186,X79806334X,Mr.,Sherman440,Garland107,Klocko335,,,,white,nonhispanic,M,South Duxbury  Massachusetts  US,226 Hills Trafficway Apt 67,Boylston,Massachusetts,Worcester County,,00000,42.35518343854037,-71.76519592279612,157734.84,111910.39,70404
73e7dc0f-b27c-015b-718f-9cb20832714a,1974-09-08,1996-07-28,999-81-2895,S99988499,X54270957X,Mr.,Louis204,Lucius907,Nicolas769,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,993 Kuhic Byway Apt 75,Boylston,Massachusetts,Worcester County,,00000,42.39061222179535,-71.73736264743555,103928.58,0.00,70404
2d8568ce-8683-d4e9-190d-5dd07365bd16,1945-09-20,2005-11-29,999-20-7526,S99924084,X45004890X,Mrs.,Guillermina633,Teresa94,Peralta301,,Salcedo309,M,white,hispanic,F,Mexico City  Mexico City  MX,885 Lemke Quay,Northbridge,Massachusetts,Worcester County,,00000,42.13969806902073,-71.66571975368515,380948.44,1684401.36,136313
517b669b-4480-84c3-a684-9e50f3f6cedf,1966-07-20,,999-18-3830,S99951730,X1955899X,Mr.,José3,Salvador46,Camacho176,,,M,white,hispanic,M,Kingston  Kingston  JM,316 Schimmel Trailer,Lynn,Massachusetts,Essex County,25009,01905,42.426073863060985,-71.00667388169349,155354.81,17436.10,92479
9f0704ba-e536-750e-4d47-c6aa816d7c21,1965-01-19,,999-76-3722,S99929656,X4914985X,Mr.,Terry864,Ali918,McGlynn426,,,S,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,776 Murphy Knoll Apt 23,Quincy,Massachusetts,Norfolk County,25021,02169,42.244030100815515,-70.98714747184572,473978.26,459280.34,44235
6ab529e1-e32f-c12a-0618-53275d3a0baf,2009-03-08,,999-52-7419,S99946094,,,Philip822,Michel472,O'Hara248,,,,white,nonhispanic,M,Waltham  Massachusetts  US,282 Mante Rest Suite 18,Cambridge,Massachusetts,Middlesex County,25017,02472,42.40462825746199,-71.10466774074105,28732.63,2560.23,48035
5b951d6e-98f8-e2e8-d7a6-97ae12b24c7b,2023-06-24,,999-47-8244,,,,Clemente531,Mauricio81,Brekke496,,,,white,nonhispanic,M,Dighton  Massachusetts  US,602 Roob Terrace Suite 21,Boston,Massachusetts,Suffolk County,25025,02199,42.37683675455073,-71.0528916538734,450.00,10530.23,12882
28fc03bc-112c-2910-63ad-9d48c8e9b1b8,1974-09-08,,999-48-6274,S99939264,X54583103X,Mr.,Amos720,Sylvester827,Stark857,,,M,white,nonhispanic,M,Ludlow  Massachusetts  US,436 Mertz Meadow Suite 11,Boylston,Massachusetts,Worcester County,,00000,42.32619365014814,-71.75883257801556,132209.64,18485.60,70404
8f481796-6891-e062-9939-c2ebc92ba805,1970-01-02,,999-74-4534,S99959652,X75643846X,Mrs.,Sandie760,,Carter549,,Cruickshank494,M,white,nonhispanic,F,Auburn  Massachusetts  US,660 Streich Green Suite 1,Braintree,Massachusetts,Norfolk County,25021,02184,42.24904144586127,-70.99714660274414,326491.72,1143914.35,965057
e34411f3-f132-15a9-c19a-fb62395c0c7e,1991-07-24,,999-20-5301,S99944080,X28788105X,Mr.,Corey514,,Jacobson885,,,M,white,nonhispanic,M,Chelsea  Massachusetts  US,724 Adams Path,South Amherst,Massachusetts,Hampshire County,,00000,42.3761627784805,-72.53072318512754,44841.22,45563.40,178402
92bf9b2e-eebe-6742-71ca-b3088d495ceb,1945-09-20,,999-75-6899,S99910392,X79437149X,Mrs.,Juana825,Marta91,Ulloa39,,Briones478,M,white,hispanic,F,Bogota  Bogota  CO,212 Watsica Highlands Apt 65,Northbridge,Massachusetts,Worcester County,,00000,42.118628490856615,-71.61654654649492,291750.21,478383.63,136313
2357310e-2214-613a-77f9-93aba1a18673,1974-05-04,,999-55-9765,S99960729,X43912973X,Mr.,Herschel574,Jospeh459,Leuschke194,,,M,white,nonhispanic,M,Tisbury  Massachusetts  US,472 Bergstrom Row Apt 75,Pocasset,Massachusetts,Barnstable County,25001,02559,41.70812213792965,-70.60861899793676,246471.82,16062.34,115257
aec61970-80e5-539a-86f5-fb6fc420439f,2017-01-13,,999-31-7506,,,,Guadalupe206,Thurman577,Sauer652,,,,white,nonhispanic,M,Lowell  Massachusetts  US,889 Lind Avenue,Boston,Massachusetts,Suffolk County,25025,02121,42.2925434602863,-71.08756911467962,1447.08,14714.75,10536
95c1f1e7-08f2-65df-d91a-8cde95270faa,1958-10-02,,999-34-3993,S99935741,X86882372X,Mrs.,Charlena802,Criselda629,Conn188,,Grimes165,M,white,nonhispanic,F,Newburyport  Massachusetts  US,492 Bartoletti Passage Suite 75,Swampscott,Massachusetts,Essex County,25009,01907,42.46666660672061,-70.84774016370781,141440.46,623416.22,796516
a606240e-8e91-66f4-184e-dd0c4a3183dc,1937-04-19,2022-07-21,999-74-9136,S99990343,X49466724X,Ms.,Inés791,Carlota980,Avilés474,,,S,white,hispanic,F,Carolina  Puerto Rico  PR,1044 Wiza Route,Carlisle,Massachusetts,Middlesex County,,00000,42.583541362053346,-71.35312771261917,278189.54,693190.83,137957
0e974f6f-cf5d-02ab-144c-2443be1ad220,1978-12-28,,999-11-8750,S99986698,X83465845X,Mr.,Benito209,,Gusikowski974,,,D,white,nonhispanic,M,Lynn  Massachusetts  US,854 Grant Trailer,Dudley,Massachusetts,Worcester County,,00000,42.05369690041453,-71.95148890103918,101397.39,19612.23,383619
814e347d-ed11-0e28-0c92-6e7cbb75b14c,1982-01-15,,999-48-2116,S99961870,X26348710X,Mr.,Lorenzo669,Antonio44,Rico947,,,M,black,hispanic,M,San Jose  San Jose  CR,809 Feeney Common Unit 25,Boston,Massachusetts,Suffolk County,25025,02118,42.33807040494769,-71.06227109482569,79621.51,7404.33,56021
bb37c2b3-6def-6c23-e86f-8c275fc9feff,1971-12-10,2016-11-30,999-80-4155,S99950048,X74671069X,Mr.,Norberto865,Dorian295,Johnson679,,,M,asian,nonhispanic,M,Walpole  Massachusetts  US,659 Huel Corner Apt 53,Lowell,Massachusetts,Middlesex County,25017,01851,42.63003430583833,-71.30581972888494,13771.20,120267.33,12972
7f3e5623-08dc-522f-8c61-7bf8ac93fa1a,1973-10-08,,999-74-3285,S99998569,X50036466X,Mr.,Winford225,,Dare640,,,M,white,nonhispanic,M,Charlton  Massachusetts  US,493 Schiller Avenue Apt 94,Quincy,Massachusetts,Norfolk County,25021,02171,42.24078711618261,-71.03248612561885,62025.56,71755.61,922144
7b59197d-b83c-a395-6f25-e0777061fed9,1968-11-15,,999-80-7439,S99956910,X23430100X,Mr.,Romeo514,Guadalupe206,Trantow673,,,D,black,nonhispanic,M,Worcester  Massachusetts  US,832 Thompson Ville,Lynn,Massachusetts,Essex County,25009,01901,42.470316296761474,-70.94839085323981,113546.66,20014.61,34937
0ad6dbf0-ea68-9658-c116-eccc2c3a55ff,1971-12-10,,999-83-4657,S99910982,X8711295X,Mr.,Timothy142,,Emard19,,,M,asian,nonhispanic,M,Winchester  Massachusetts  US,304 Crooks Ramp Apt 55,Lowell,Massachusetts,Middlesex County,25017,01852,42.667510243329595,-71.30357611363901,16943.46,401904.19,12972
685779ed-1750-91b1-2b31-ff5a2fc9a078,1937-04-19,2011-04-04,999-33-7592,S99978535,X82597351X,Ms.,Anita473,María Cristina383,Gutiérrez115,,,S,white,hispanic,F,Puebla  Puebla  MX,849 Mohr Forge Unit 34,Carlisle,Massachusetts,Middlesex County,,00000,42.48760039940376,-71.36309648530894,426516.25,1512124.17,137957
ddbacba0-aa00-64d6-e859-07fe7bc49647,1975-09-12,,999-96-7726,S99944838,X47819143X,Mr.,Rogelio17,Eldridge510,Hackett68,,,S,white,nonhispanic,M,Watertown  Massachusetts  US,385 Runte Boulevard Apt 43,New Bedford,Massachusetts,Bristol County,25005,02744,41.752055747367386,-70.85487742649086,11889.26,573420.45,14855
037b06cb-4ead-05ea-41a8-cad4c501fce5,1994-03-25,,999-89-7149,S99961118,X83719982X,Mr.,Gaylord332,Neil122,Ernser583,,,M,white,nonhispanic,M,Acushnet  Massachusetts  US,257 Fadel Vale,Lenox,Massachusetts,Berkshire County,25003,01240,42.32337591078569,-73.3094727289413,82052.33,32929.78,61600
04f5a0ff-5524-0326-ea5e-dae5c926160b,1982-10-05,,999-12-9935,S99916860,X41652882X,Mrs.,Emma804,Marlyn309,Haag279,,Sawayn19,M,white,nonhispanic,F,Ashland  Massachusetts  US,693 Hand Loaf Suite 27,Uxbridge,Massachusetts,Worcester County,,00000,42.051763634216336,-71.65078168645606,238479.21,542625.00,130852
877ef734-e6f6-b9ef-c908-8f0212b208f8,2010-10-11,,999-47-2759,,,,Deshawn686,Charles364,Ernser583,,,,white,nonhispanic,M,Bedford  Massachusetts  US,1015 Turcotte Wall Unit 49,Boston,Massachusetts,Suffolk County,25025,02135,42.467567632862476,-71.01136140527215,54459.05,15481.35,39600
adbc0fc9-64d1-0663-98a4-f2d85f6588d6,2021-07-12,,999-17-6555,,,,Babette571,Sharron285,Nienow652,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,679 Toy Viaduct,Marshfield,Massachusetts,Plymouth County,25023,02050,42.065946652004484,-70.72855090308119,1000.00,17144.11,20409
2d57bf72-9e4a-0dd1-330b-39d109cf3a7e,1985-10-18,,999-49-4643,S99976763,X67549111X,Mrs.,Ariane992,,Funk324,,Treutel973,D,white,nonhispanic,F,Heraklion  Heraklion Prefecture  GR,193 Spinka Junction,Methuen,Massachusetts,Essex County,25009,01844,42.77653027235493,-71.18865542617078,132936.87,626671.77,845681
11344659-24f5-90a0-f40c-afa0894aee21,1993-07-08,,999-73-2023,S99960207,X39424933X,Mr.,Rudy520,,Kshlerin58,,,M,black,nonhispanic,M,Stoneham  Massachusetts  US,538 Ankunding Way,Needham,Massachusetts,Norfolk County,25021,02492,42.26360314406641,-71.23880821539683,93507.01,31139.36,155832
0a4366ce-3a47-3e2f-b260-68b402bfacec,1994-07-10,,999-13-4962,S99930874,X59438842X,Mr.,Manuel446,Francisco472,Bode78,,,S,white,nonhispanic,M,Watertown  Massachusetts  US,546 Toy Lodge,Chester,Massachusetts,Hampden County,25003,01011,42.237325563289076,-72.90097199734691,186874.44,26830.21,91490
229e3e46-55ba-f138-ac3d-e6ab75aedaea,1937-04-19,2004-07-15,999-51-9814,S99952634,X22589427X,Mrs.,Ariadna374,Eva64,Negrete68,,Concepción765,M,white,hispanic,F,San Juan  Puerto Rico  PR,131 Herzog Trace,Carlisle,Massachusetts,Middlesex County,,00000,42.58374032354568,-71.33680315008641,160508.52,473530.08,137957
d92ef773-5921-77ce-f9f4-6cfed7fe1238,1982-11-05,,999-17-8904,S99989002,X58425421X,Mr.,Gerry91,Malik994,Robel940,,,S,white,nonhispanic,M,Hopkinton  Massachusetts  US,248 Roob Esplanade Suite 83,Athol,Massachusetts,Worcester County,25027,01331,42.56259057618393,-72.23083684513357,133048.36,121936.87,28402
9771b13e-7ae9-34e4-6220-7d2f0a4eb007,1974-03-01,,999-43-7693,S99949539,X11326295X,Ms.,Rosann381,Laurel943,Raynor401,,,S,white,nonhispanic,F,Winthrop  Massachusetts  US,1012 Schuppe Mission Apt 27,Stoughton,Massachusetts,Norfolk County,,00000,42.10649438085969,-71.06670401651392,383732.27,984377.87,148817
c2a37da4-96ed-a975-7cdf-01ce7f65efa6,1972-06-19,,999-59-8775,S99993298,X22502527X,Mr.,Edgardo196,Cleo27,Schoen8,,,D,asian,nonhispanic,M,Spencer  Massachusetts  US,699 Effertz Fork Suite 78,Gloucester,Massachusetts,Essex County,25009,01930,42.614598851425995,-70.69816140850914,355747.65,328396.69,36183
8ddc6fd1-a73b-0004-57ad-604f6a17a663,2007-02-06,,999-17-3779,S99921090,,Ms.,Dusty207,,Reynolds644,,,,white,nonhispanic,F,Gloucester  Massachusetts  US,302 Little Center,Beverly,Massachusetts,Essex County,25009,01915,42.59895946207132,-70.8200126216225,29452.50,30048.22,173418
01c92718-c5d2-0597-89f0-b6d7057d68d7,2002-11-27,,999-43-1456,S99912364,X83744145X,Ms.,Alica364,Sherie778,Nolan344,,,,black,nonhispanic,F,Fall River  Massachusetts  US,808 Schaefer Underpass Suite 35,Boston,Massachusetts,Suffolk County,25025,02121,42.32805165679564,-71.11721430818032,148899.99,750097.86,44918
b4ee6f0d-2577-a4c1-b758-54afcf520e66,1986-02-03,,999-57-8378,S99994394,X85739774X,Mr.,Renato359,Garfield38,Smith67,,,M,asian,hispanic,M,Holliston  Massachusetts  US,220 Stamm Well Apt 83,Westwood,Massachusetts,Norfolk County,,00000,42.20879459643624,-71.25463190462361,118866.08,145589.89,145611
de1edb88-26c4-88d1-0ecf-7b242c3e3cb8,1987-01-17,,999-56-1183,S99921851,X86237534X,Mr.,Judson999,Teddy976,Konopelski743,,,M,black,nonhispanic,M,Acushnet  Massachusetts  US,344 Reilly Crossing Suite 44,North Pembroke,Massachusetts,Plymouth County,25023,02358,42.13377111486101,-70.81575660640534,378838.85,296932.61,97495
